Date,AAPL,ABNB,ADBE,ADI,ADP,ADSK,AEP,ALGN,AMAT,AMD,AMGN,AMZN,ANSS,ASML,AVGO,AZN,BIIB,BKNG,BKR,CDNS,CEG,CHTR,CMCSA,COST,CPRT,CRWD,CSCO,CSGP,CSX,CTAS,CTSH,DDOG,DLTR,DXCM,EA,EBAY,ENPH,EXC,FANG,FAST,FTNT,GEHC,GFS,GILD,GOOG,GOOGL,HON,IDXX,ILMN,INTC,INTU,ISRG,JD,KDP,KHC,KLAC,LRCX,LULU,MAR,MCHP,MDLZ,MELI,META,MNST,MRNA,MRVL,MSFT,MU,NFLX,NVDA,NXPI,ODFL,ON,ORLY,PANW,PAYX,PCAR,PDD,PEP,PYPL,QCOM,REGN,ROST,SBUX,SGEN,SIRI,SNPS,TEAM,TMUS,TSLA,TTD,TXN,VRSK,VRTX,WBA,WBD,WDAY,XEL,ZM,ZS
2022-12-05,147.77000427246094,100.0,337.79998779296875,167.86000061035156,266.54998779296875,198.77999877929688,94.52999877929688,195.0,106.37000274658203,74.54000091552734,283.7900085449219,93.05000305175781,253.47000122070312,605.0999755859375,537.77001953125,68.5999984741211,299.17999267578125,2056.070068359375,29.690000534057617,170.4499969482422,91.01000213623047,389.9100036621094,35.369998931884766,492.5,33.32500076293945,122.45999908447266,49.54999923706055,82.43000030517578,31.809999465942383,458.239990234375,61.7599983215332,74.2300033569336,150.6999969482422,117.5999984741211,132.1699981689453,44.849998474121094,334.010009765625,41.18000030517578,148.22000122070312,51.04999923706055,52.720001220703125,,62.439998626708984,87.83999633789062,99.81500244140625,99.4000015258789,217.75,428.3800048828125,216.02999877929688,29.420000076293945,401.1600036621094,269.1400146484375,60.70000076293945,38.33000183105469,39.560001373291016,386.4599914550781,455.739990234375,384.1400146484375,164.30999755859375,76.7300033569336,67.55000305175781,933.1900024414062,121.75,51.38999938964844,180.99000549316406,44.09000015258789,252.00999450683594,54.369998931884766,316.4599914550781,166.7899932861328,169.80999755859375,298.04998779296875,72.7699966430664,849.7000122070312,172.3000030517578,124.58000183105469,70.04000091552734,88.94999694824219,183.42999267578125,74.01000213623047,124.58000183105469,762.0,117.81999969482422,103.38999938964844,121.87000274658203,6.179999828338623,345.3900146484375,140.1999969482422,151.8000030517578,189.44000244140625,54.029998779296875,176.74000549316406,183.7100067138672,318.8500061035156,41.36000061035156,11.5,169.99000549316406,68.66000366210938,74.26000213623047,128.69000244140625
2022-12-06,147.07000732421875,98.25,334.0899963378906,167.75,264.2799987792969,197.3300018310547,94.33999633789062,186.75999450683594,106.81999969482422,73.08000183105469,285.8399963378906,90.5,248.9199981689453,603.5,530.6500244140625,68.08999633789062,292.2200012207031,2058.0400390625,28.469999313354492,166.9199981689453,89.86000061035156,385.7300109863281,35.29999923706055,490.6600036621094,32.849998474121094,118.33999633789062,49.439998626708984,81.87000274658203,31.389999389648438,456.6199951171875,60.310001373291016,70.43000030517578,147.27999877929688,115.81999969482422,130.16000366210938,43.72999954223633,332.989990234375,41.7599983215332,140.36000061035156,50.97999954223633,51.77000045776367,,61.77000045776367,87.98999786376953,99.66999816894531,99.30000305175781,216.27000427246094,421.44000244140625,212.6300048828125,29.190000534057617,395.45001220703125,269.0,60.20000076293945,37.97999954223633,39.56999969482422,390.6600036621094,452.8699951171875,380.6000061035156,161.94000244140625,76.41999816894531,67.68000030517578,891.3699951171875,119.91000366210938,51.275001525878906,175.02000427246094,43.02000045776367,250.82000732421875,53.86000061035156,311.0,165.3000030517578,166.66000366210938,288.6099853515625,71.86000061035156,840.0,170.2100067138672,123.48999786376953,69.0199966430664,87.30000305175781,183.75,73.37999725341797,122.81999969482422,751.280029296875,117.69999694824219,103.81999969482422,120.62000274658203,6.210000038146973,331.20001220703125,134.94000244140625,150.61000061035156,181.22000122070312,51.08000183105469,178.13999938964844,183.14999389648438,316.44000244140625,41.279998779296875,11.3100004196167,165.32000732421875,68.68000030517578,72.79000091552734,121.5
2022-12-07,142.19000244140625,88.80500030517578,327.5299987792969,166.2899932861328,259.2300109863281,194.61000061035156,97.47000122070312,185.6699981689453,104.70999908447266,69.52999877929688,283.4100036621094,88.33999633789062,242.3300018310547,592.2100219726562,519.5999755859375,68.87000274658203,292.55999755859375,1976.300048828125,28.299999237060547,162.32000732421875,90.87999725341797,370.55999755859375,34.70000076293945,479.0899963378906,32.04999923706055,114.33000183105469,48.400001525878906,81.16999816894531,31.15999984741211,452.7200012207031,59.939998626708984,71.33999633789062,144.44000244140625,116.30999755859375,127.7699966430664,43.099998474121094,309.2200012207031,42.869998931884766,138.7899932861328,49.97999954223633,50.7400016784668,,60.02000045776367,88.02999877929688,96.7699966430664,96.41000366210938,213.97000122070312,413.20001220703125,206.4600067138672,28.280000686645508,388.05999755859375,266.19000244140625,57.06999969482422,37.9900016784668,39.75,379.1600036621094,441.19000244140625,371.2300109863281,159.69000244140625,74.66999816894531,67.62000274658203,855.6199951171875,113.76000213623047,50.79999923706055,172.30999755859375,40.47999954223633,244.8300018310547,53.119998931884766,306.5,157.72000122070312,161.4499969482422,285.4200134277344,68.76000213623047,828.719970703125,167.60000610351562,120.97000122070312,69.30000305175781,83.51000213623047,181.80999755859375,71.68000030517578,118.5,745.469970703125,115.93000030517578,101.29000091552734,118.01000213623047,6.110000133514404,327.1499938964844,125.80999755859375,150.00999450683594,175.02999877929688,47.22999954223633,172.52999877929688,181.16000366210938,311.80999755859375,40.40999984741211,10.520000457763672,162.08999633789062,69.52999877929688,71.25,115.97000122070312
2022-12-08,142.36000061035156,92.97000122070312,325.7099914550781,167.07000732421875,258.3699951171875,194.27999877929688,96.52999877929688,188.52999877929688,107.04000091552734,70.13999938964844,286.510009765625,89.23999786376953,244.8800048828125,591.8800048828125,520.8099975585938,68.94000244140625,291.8599853515625,1962.3900146484375,28.6299991607666,162.1199951171875,92.33000183105469,375.0,34.599998474121094,482.8999938964844,31.6299991607666,113.52999877929688,48.65999984741211,80.4000015258789,31.030000686645508,453.2799987792969,59.38999938964844,69.93499755859375,144.83999633789062,123.69999694824219,127.05000305175781,43.5,319.75,42.220001220703125,140.3300018310547,50.470001220703125,51.91999816894531,,61.29999923706055,87.87000274658203,95.69000244140625,95.37999725341797,213.85000610351562,419.6499938964844,210.8300018310547,28.31999969482422,391.6000061035156,270.7099914550781,60.415000915527344,37.939998626708984,39.939998626708984,391.07000732421875,447.8699951171875,374.989990234375,158.66000366210938,75.83000183105469,67.33999633789062,872.0,116.38999938964844,50.51499938964844,179.1199951171875,40.540000915527344,244.83999633789062,54.560001373291016,309.1099853515625,162.72999572753906,164.64999389648438,285.1099853515625,71.19999694824219,832.0399780273438,164.86000061035156,120.72000122070312,69.8133316040039,88.0,181.80999755859375,75.08999633789062,118.9800033569336,758.0800170898438,115.55000305175781,102.73999786376953,119.41999816894531,6.190000057220459,325.20001220703125,130.60000610351562,148.49000549316406,172.1999969482422,48.13999938964844,173.75999450683594,182.5399932861328,317.54998779296875,40.63999938964844,10.779999732971191,165.61000061035156,68.75,70.12000274658203,114.30999755859375
2022-12-09,142.33999633789062,93.83999633789062,331.5,168.47000122070312,260.1700134277344,195.77000427246094,97.7699966430664,190.52000427246094,107.77999877929688,69.48999786376953,284.19000244140625,88.9000015258789,241.8800048828125,602.989990234375,550.9400024414062,69.72000122070312,289.1000061035156,2001.6500244140625,28.020000457763672,163.32000732421875,91.36000061035156,371.1199951171875,34.97999954223633,475.1000061035156,31.825000762939453,113.76000213623047,49.099998474121094,82.93000030517578,31.540000915527344,454.57000732421875,59.099998474121094,74.30000305175781,143.50999450683594,121.6500015258789,126.0999984741211,43.529998779296875,314.5,41.83000183105469,132.60000610351562,51.130001068115234,52.779998779296875,,62.31999969482422,89.2699966430664,93.9000015258789,93.7699966430664,213.35000610351562,427.1700134277344,208.35000610351562,28.389999389648438,404.19000244140625,270.489990234375,59.869998931884766,38.380001068115234,40.31999969482422,391.9100036621094,449.489990234375,344.1300048828125,160.3800048828125,75.91000366210938,67.55999755859375,878.3699951171875,115.30000305175781,50.5099983215332,185.0,41.689998626708984,244.6999969482422,54.68000030517578,321.45001220703125,171.60000610351562,169.7100067138672,286.4700012207031,71.05000305175781,834.2999877929688,160.25,119.7300033569336,69.19999694824219,91.62999725341797,184.2100067138672,73.94999694824219,120.41000366210938,753.1799926757812,116.38999938964844,103.43000030517578,125.23999786376953,6.170000076293945,329.2900085449219,134.2100067138672,143.3300018310547,173.83999633789062,48.720001220703125,175.9600067138672,182.17999267578125,319.29998779296875,40.779998779296875,10.710000038146973,169.1999969482422,69.66999816894531,72.33000183105469,118.27999877929688
2022-12-12,142.6999969482422,93.76000213623047,334.760009765625,169.1699981689453,258.6600036621094,193.27000427246094,97.31999969482422,190.9499969482422,106.81999969482422,68.54000091552734,272.82000732421875,89.20999908447266,242.19000244140625,596.8699951171875,544.75,69.5199966430664,285.0,2020.0400390625,27.420000076293945,163.9600067138672,89.9800033569336,382.0199890136719,35.540000915527344,482.7300109863281,32.125,114.76000213623047,48.79999923706055,81.01000213623047,31.5,455.19000244140625,58.18000030517578,74.86000061035156,143.41000366210938,118.0,125.75,43.70000076293945,315.4599914550781,41.59000015258789,130.6999969482422,51.2599983215332,52.459999084472656,,64.05999755859375,87.8499984741211,93.08999633789062,92.70999908447266,212.16000366210938,422.3500061035156,200.88999938964844,28.1299991607666,400.7300109863281,272.2200012207031,58.68000030517578,38.11000061035156,40.02000045776367,385.3999938964844,460.0299987792969,325.239990234375,161.00999450683594,75.52999877929688,67.33999633789062,885.280029296875,115.18000030517578,50.20500183105469,175.52999877929688,41.5,247.4499969482422,53.52000045776367,320.0,170.3699951171875,169.88999938964844,293.0,69.69000244140625,831.0700073242188,159.35000610351562,120.0,67.83999633789062,87.2699966430664,184.17999267578125,73.13500213623047,116.05999755859375,730.1699829101562,115.5,101.12999725341797,124.8499984741211,6.090000152587891,325.489990234375,136.25,143.0399932861328,176.10000610351562,48.310001373291016,174.11000061035156,183.57000732421875,315.2200012207031,40.599998474121094,11.0,170.25999450683594,70.51000213623047,70.91000366210938,117.62000274658203
2022-12-13,149.5,100.37000274658203,353.6300048828125,178.00999450683594,273.8900146484375,210.8800048828125,99.7699966430664,205.80999755859375,115.38999938964844,74.87000274658203,282.0199890136719,95.2300033569336,256.7900085449219,642.97998046875,575.8200073242188,70.23999786376953,293.75,2152.3701171875,28.790000915527344,174.30999755859375,91.9800033569336,401.1700134277344,37.459999084472656,497.0400085449219,33.415000915527344,124.2300033569336,50.33000183105469,84.12000274658203,33.25,467.489990234375,61.47999954223633,83.13999938964844,147.91000366210938,120.5,127.76000213623047,45.36000061035156,331.010009765625,43.290000915527344,136.19000244140625,53.279998779296875,56.650001525878906,,68.80000305175781,89.62999725341797,98.06999969482422,97.76000213623047,219.5500030517578,446.19000244140625,216.82000732421875,29.790000915527344,432.1099853515625,284.9200134277344,60.5099983215332,38.630001068115234,40.5,415.6600036621094,485.5400085449219,338.0,168.66000366210938,80.04000091552734,68.25,931.47998046875,122.12999725341797,51.334999084472656,187.3300018310547,45.31999969482422,261.69000244140625,57.189998626708984,328.0,185.30999755859375,180.5800018310547,319.5199890136719,74.87999725341797,844.719970703125,168.22000122070312,127.38999938964844,70.27999877929688,90.11000061035156,186.47999572753906,77.04000091552734,126.9800033569336,749.0999755859375,120.38999938964844,104.81999969482422,133.30999755859375,6.25,349.3900146484375,155.2899932861328,144.72999572753906,174.8699951171875,53.220001220703125,182.1300048828125,188.8699951171875,317.0,42.0099983215332,11.649999618530273,182.8000030517578,72.44000244140625,77.52999877929688,128.4199981689453
2022-12-14,145.35000610351562,93.54000091552734,343.8900146484375,175.8699951171875,262.489990234375,203.41000366210938,98.98999786376953,197.32000732421875,111.36000061035156,70.93000030517578,271.9700012207031,92.5,255.83999633789062,622.5,568.5499877929688,70.11000061035156,290.1499938964844,2057.0400390625,29.59000015258789,168.22999572753906,91.54000091552734,343.07000732421875,34.869998931884766,488.8599853515625,31.329999923706055,121.0,49.7400016784668,81.93000030517578,32.709999084472656,462.739990234375,59.209999084472656,82.70999908447266,145.07000732421875,119.72000122070312,125.8499984741211,43.61000061035156,325.989990234375,42.689998626708984,137.5,50.31999969482422,55.0099983215332,,65.97000122070312,88.0,95.54000091552734,95.19999694824219,216.22000122070312,432.0899963378906,209.49000549316406,28.510000228881836,426.5299987792969,280.75,58.25,37.58000183105469,40.13999938964844,408.3699951171875,474.8500061035156,326.2699890136719,161.25,77.41999816894531,67.73999786376953,864.0599975585938,119.38999938964844,50.209999084472656,195.0800018310547,43.2400016784668,257.1300048828125,55.2400016784668,318.9700012207031,179.8699951171875,173.22999572753906,304.30999755859375,71.16999816894531,820.9199829101562,160.64999389648438,122.79000091552734,69.75333404541016,88.75,184.07000732421875,73.69999694824219,124.2300033569336,741.280029296875,117.75,102.31999969482422,133.5500030517578,6.119999885559082,337.9599914550781,143.60000610351562,140.77999877929688,159.25,51.79999923706055,176.75999450683594,184.57000732421875,305.8599853515625,41.040000915527344,10.800000190734863,176.52999877929688,71.83999633789062,73.6500015258789,123.29000091552734
2022-12-15,141.11000061035156,91.5199966430664,332.760009765625,169.22000122070312,256.9599914550781,195.8000030517578,98.33999633789062,191.74000549316406,107.75,67.5999984741211,270.44000244140625,89.88999938964844,250.77000427246094,603.0,563.780029296875,70.02999877929688,287.5799865722656,1966.8399658203125,28.84000015258789,163.0399932861328,90.80999755859375,325.0,34.90999984741211,475.3399963378906,30.924999237060547,118.9000015258789,48.959999084472656,80.13999938964844,32.27000045776367,453.489990234375,56.790000915527344,78.5,145.5399932861328,119.56999969482422,123.62999725341797,43.060001373291016,324.8999938964844,42.70000076293945,135.0,49.22999954223633,53.540000915527344,63.0,64.75,88.05000305175781,93.54000091552734,93.12999725341797,212.88999938964844,420.1400146484375,206.00999450683594,27.940000534057617,410.94000244140625,275.0799865722656,60.08000183105469,37.040000915527344,40.0099983215332,398.04998779296875,456.0199890136719,327.1000061035156,156.25,74.72000122070312,66.94000244140625,852.0700073242188,118.33000183105469,50.3650016784668,207.61000061035156,41.630001068115234,253.72000122070312,53.560001373291016,302.1199951171875,171.4600067138672,168.25999450683594,304.75,65.6500015258789,809.989990234375,158.0,121.22000122070312,66.65333557128906,92.73999786376953,181.97999572753906,71.29000091552734,120.25,748.1699829101562,115.94000244140625,101.20999908447266,132.19000244140625,6.090000152587891,327.45001220703125,145.00999450683594,141.97000122070312,153.44000244140625,48.15999984741211,173.52999877929688,181.6699981689453,311.2300109863281,40.150001525878906,10.65999984741211,175.75999450683594,70.95999908447266,71.68000030517578,120.0
2022-12-16,136.69000244140625,89.86000061035156,345.0,165.27999877929688,246.25,192.72999572753906,94.91999816894531,198.25,104.1500015258789,66.25,264.95001220703125,88.2699966430664,246.3000030517578,577.260009765625,557.4500122070312,67.95999908447266,280.55999755859375,1949.3800048828125,28.540000915527344,163.00999450683594,88.1500015258789,309.0,34.33000183105469,461.260009765625,29.834999084472656,114.00199890136719,47.40999984741211,77.87999725341797,31.440000534057617,439.5400085449219,55.810001373291016,77.91000366210938,143.8699951171875,114.11000061035156,120.7699966430664,42.040000915527344,309.95001220703125,41.849998474121094,134.36000061035156,47.40999984741211,51.540000915527344,60.0,61.316001892089844,86.33999633789062,91.19999694824219,90.76000213623047,207.35000610351562,411.0199890136719,206.0,27.0,392.7300109863281,264.7099914550781,57.630001068115234,36.150001525878906,39.5,382.0400085449219,442.8900146484375,322.07000732421875,154.07000732421875,72.16000366210938,65.91999816894531,830.0,120.2300033569336,49.630001068115234,206.3699951171875,39.61000061035156,248.5500030517578,51.7400016784668,288.760009765625,168.63999938964844,164.35000610351562,294.25,63.900001525878906,806.8200073242188,151.58999633789062,115.70999908447266,64.72000122070312,88.41999816894531,180.0800018310547,69.4000015258789,116.08000183105469,721.7999877929688,112.88999938964844,99.27999877929688,127.77999877929688,5.909999847412109,331.2799987792969,145.5,138.63999938964844,159.63999938964844,46.58000183105469,169.0,175.1999969482422,305.4599914550781,39.15999984741211,9.970000267028809,174.47000122070312,70.26000213623047,69.81999969482422,115.51000213623047
